emoji,category,title,keywords
🏕,travel,camping,"[travel, camp, places, camping, vacation]"
🏖,travel,beach with umbrella,"[swim, umbrella, places, travel, vacation, tropical, beach]"
🏗,travel,building construction,"[building, crane, construction]"
🏘,travel,house buildings,"[building, house, places]"
🏙,travel,cityscape,"[building, city, vacation, places]"
🏚,travel,derelict house building,"[building, house, derelict, places]"
🏛,travel,classical building,"[building, travel, places, classical, vacation]"
🏜,travel,desert,"[travel, hot, desert, places, vacation]"
🏝,travel,desert island,"[swim, places, island, travel, vacation, tropical, beach, desert]"
🏞,travel,national park,"[travel, national park, park, vacation, camp]"
🏟,travel,stadium,"[building, places, travel, vacation, stadium, boys night]"
🏠,travel,house building,"[building, home, places, house]"
🏡,travel,house with garden,"[building, home, garden, places, house]"
🏢,travel,office building,"[building, work, places]"
🏣,travel,japanese post office,"[building, post office, post, japanese, places]"
🏤,travel,european post office,"[building, post office, post, places, european]"
🏥,travel,hospital,"[building, places, doctor, hospital, health, medicine, 911]"
🏦,travel,bank,"[building, places, bank]"
🏧,symbols,automated teller machine,"[money, symbol, atm, bank, automated, electronics, teller]"
🏨,travel,hotel,"[building, hotel, vacation, places]"
🏩,travel,love hotel,"[building, hotel, love, places]"
🏪,travel,convenience store,"[building, convenience, places, store]"
🏫,travel,school,"[building, school, places]"
🏬,travel,department store,"[building, department, places, store]"
🏭,travel,factory,"[building, travel, factory, places, steam]"
🏮,objects,izakaya lantern,"[bar, light, object, japanese, japan, red, lantern]"
🏯,travel,japanese castle,"[building, places, travel, vacation, japanese, castle]"
🏰,travel,european castle,"[building, places, travel, vacation, castle, european]"
🏳,objects,waving white flag,"[waving, flag, object]"
🏴,objects,waving black flag,"[waving, flag, object]"
🏵,activity,rosette,"[tropical, plant, rosette]"
🏷,objects,label,"[object, label]"
🏸,activity,badminton racquet and shuttlecock,"[racquet, birdie, game, badminton, shuttlecock, sport]"
🏹,activity,bow and arrow,"[sagittarius, weapon, bow, archer, arrow, zodiac, sport, tool]"
🏺,objects,amphora,"[cooking, jug, amphora, tool, aquarius, object, zodiac, weapon, drink]"
🏻,modifier,emoji modifier fitzpatrick type,"[fitzpatrick, emoji modifier, tone, skin]"
🏼,modifier,emoji modifier fitzpatrick type,"[fitzpatrick, emoji modifier, tone, skin]"
🏽,modifier,emoji modifier fitzpatrick type,"[fitzpatrick, emoji modifier, tone, skin]"
🏾,modifier,emoji modifier fitzpatrick type,"[fitzpatrick, emoji modifier, tone, skin]"
🏿,modifier,emoji modifier fitzpatrick type,"[fitzpatrick, emoji modifier, tone, skin]"
🐀,nature,rat,"[rat, animal]"
🐁,nature,mouse,"[mouse, animal]"
🐂,nature,ox,"[zodiac, ox, animal, taurus, bull]"
🐃,nature,water buffalo,"[water, wildlife, buffalo, animal]"
🐄,nature,cow,"[animal, cow]"
🐅,nature,tiger,"[tiger, roar, wildlife, animal]"
🐆,nature,leopard,"[roar, wildlife, leopard, animal]"
🐇,nature,rabbit,"[pet, wildlife, bunny, rabbit, animal]"
🐈,nature,cat,"[pet, halloween, animal, cat]"
🐉,nature,dragon,"[roar, reptile, fairy tale, animal, dragon]"
🐊,nature,crocodile,"[crocodile, wildlife, reptile, animal]"
🐋,nature,whale,"[tropical, whales, whale, wildlife, animal]"
🐌,nature,snail,"[insects, animal, snail]"
🐍,nature,snake,"[wildlife, bearer, serpent, reptile, snake, animal, zodiac, creationism, ophiuchus]"
🐎,nature,horse,"[horse, racehorse, racing, wildlife, animal]"
🐏,nature,ram,"[sheep, wildlife, ram, animal, aries, zodiac]"
🐐,nature,goat,"[capricorn, zodiac, goat, animal]"
🐑,nature,sheep,"[sheep, animal, ewe]"
🐒,nature,monkey,"[wildlife, monkey, animal]"
🐓,nature,rooster,"[animal, rooster]"
🐔,nature,chicken,"[chicken, animal]"
🐕,nature,dog,"[pet, pug, dog, animal]"
🐖,nature,pig,"[animal, sow, pig]"
🐗,nature,boar,"[boar, wildlife, animal, pig]"
🐘,nature,elephant,"[wildlife, animal, elephant]"
🐙,nature,octopus,"[wildlife, octopus, animal]"
🐚,nature,spiral shell,"[shell, spiral]"
🐛,nature,bug,"[insects, insect, bug, animal]"
🐜,nature,ant,"[ant, insects, insect, animal]"
🐝,nature,honeybee,"[insects, insect, honeybee, animal, bee]"
🐞,nature,lady beetle,"[ladybug, lady beetle, insects, ladybird, insect, animal, beetle]"
🐟,nature,fish,"[pisces, fish, wildlife, zodiac, animal]"
🐠,nature,tropical fish,"[tropical, fish, wildlife, animal]"
🐡,nature,blowfish,"[wildlife, blowfish, fish, animal]"
🐢,nature,turtle,"[turtle, wildlife, reptile, animal]"
🐣,nature,hatching chick,"[baby, chick, chicken, animal, hatching]"
🐤,nature,baby chick,"[baby, chick, chicken, animal]"
🐥,nature,front facing baby chick,"[baby, chick, chicken, animal]"
🐦,nature,bird,"[wildlife, bird, animal]"
🐧,nature,penguin,"[wildlife, animal, penguin]"
🐨,nature,koala,"[wildlife, koala, animal, bear]"
🐩,nature,poodle,"[dog, animal, poodle]"
🐪,nature,dromedary camel,"[dromedary, hump, wildlife, animal, camel]"
🐫,nature,bactrian camel,"[wildlife, camel, hump, animal, bactrian, hump day]"
🐬,nature,dolphin,"[tropical, flipper, wildlife, dolphin, animal]"
🐭,nature,mouse face,"[mouse, animal, face]"
🐮,nature,cow face,"[animal, cow, face]"
🐯,nature,tiger face,"[wildlife, roar, cat, tiger, animal, face]"
🐰,nature,rabbit face,"[wildlife, rabbit, pet, face, animal, bunny]"
🐱,nature,cat face,"[pet, halloween, face, vagina, animal, cat]"
🐲,nature,dragon face,"[reptile, monster, roar, face, fairy tale, animal, dragon]"
🐳,nature,spouting whale,"[wildlife, whales, spouting, face, tropical, animal, whale]"
🐴,nature,horse face,"[horse, wildlife, animal, face]"
🐵,nature,monkey face,"[monkey, animal, face]"
🐶,nature,dog face,"[pet, pug, dog, animal, face]"
🐷,nature,pig face,"[pig, animal, face]"
🐸,nature,frog face,"[wildlife, animal, frog, face]"
🐹,nature,hamster face,"[pet, hamster, animal, face]"
🐺,nature,wolf face,"[roar, wildlife, wolf, animal, face]"
🐻,nature,bear face,"[roar, wildlife, animal, bear, face]"
🐼,nature,panda face,"[roar, wildlife, panda, animal, face]"
🐽,nature,pig nose,"[pig, nose, animal, face]"
🐾,nature,paw prints,"[feet, print, animal, paw]"
🐿,nature,chipmunk,"[chipmunk, wildlife, animal]"
👀,people,eyes,"[body, eyes, eye, face]"
👁,people,eye,"[body, eyes, eye]"
👁‍🗨,people,eye left speech bubble,"[body, eyes, eye, speech, bubble, witness]"
👂,people,ear,"[body, ear, diversity]"
👂🏻,people,ear type,[]
👂🏼,people,ear type,[]
👂🏽,people,ear type,[]
👂🏾,people,ear type,[]
👂🏿,people,ear type,[]
👃,people,nose,"[body, diversity, nose]"
👃🏻,people,nose type,[]
👃🏼,people,nose type,[]
👃🏽,people,nose type,[]
👃🏾,people,nose type,[]
👃🏿,people,nose type,[]
👄,people,mouth,"[body, lips, lip, sexy, mouth, women]"
👅,people,tongue,"[body, sexy, tongue, lip]"
👆,people,white up pointing backhand index,"[body, index, diversity, point, up, hand, finger, hands, backhand]"
👆🏻,people,white up pointing backhand index type,[]
👆🏼,people,white up pointing backhand index type,[]
👆🏽,people,white up pointing backhand index type,[]
👆🏾,people,white up pointing backhand index type,[]
👆🏿,people,white up pointing backhand index type,[]
👇,people,white down pointing backhand index,"[body, index, diversity, point, hand, down, finger, hands, backhand]"
👇🏻,people,white down pointing backhand index type,[]
👇🏼,people,white down pointing backhand index type,[]
👇🏽,people,white down pointing backhand index type,[]
👇🏾,people,white down pointing backhand index type,[]
👇🏿,people,white down pointing backhand index type,[]
👈,people,white left pointing backhand index,"[body, index, diversity, point, hand, hi, finger, hands, backhand]"
👈🏻,people,white left pointing backhand index type,[]
👈🏼,people,white left pointing backhand index type,[]
👈🏽,people,white left pointing backhand index type,[]
👈🏾,people,white left pointing backhand index type,[]
👈🏿,people,white left pointing backhand index type,[]
👉,people,white right pointing backhand index,"[body, index, diversity, point, hand, hi, finger, hands, backhand]"
👉🏻,people,white right pointing backhand index type,[]
👉🏼,people,white right pointing backhand index type,[]
👉🏽,people,white right pointing backhand index type,[]
👉🏾,people,white right pointing backhand index type,[]
👉🏿,people,white right pointing backhand index type,[]
👊,people,fisted hand sign,"[body, diversity, punch, clenched, hand, hi, fist, hands, boys night, fist bump]"
👊🏻,people,fisted hand sign type,[]
👊🏼,people,fisted hand sign type,[]
👊🏽,people,fisted hand sign type,[]
👊🏾,people,fisted hand sign type,[]
👊🏿,people,fisted hand sign type,[]
👋,people,waving hand sign,"[body, diversity, wave, waving, hi, hands, hand]"
👋🏻,people,waving hand sign type,[]
👋🏼,people,waving hand sign type,[]
👋🏽,people,waving hand sign type,[]
👋🏾,people,waving hand sign type,[]
👋🏿,people,waving hand sign type,[]
👌,people,ok hand sign,"[body, perfect, good, diversity, hand, beautiful, hi, hands, ok]"
👌🏻,people,ok hand sign type,[]
👌🏼,people,ok hand sign type,[]
👌🏽,people,ok hand sign type,[]
👌🏾,people,ok hand sign type,[]
👌🏿,people,ok hand sign type,[]
👍,people,thumbs up sign,"[, body, thumbs up, diversity, thumb, beautiful, up, hand, thank you, good, hi, hands, perfect, luck]"
👍🏻,people,thumbs up sign type,[]
👍🏼,people,thumbs up sign type,[]
👍🏽,people,thumbs up sign type,[]
👍🏾,people,thumbs up sign type,[]
👍🏿,people,thumbs up sign type,[]
👎,people,thumbs down sign,"[, body, diversity, thumb, hand, down, thumbs down, hands]"
👎🏻,people,thumbs down sign type,[]
👎🏼,people,thumbs down sign type,[]
👎🏽,people,thumbs down sign type,[]
👎🏾,people,thumbs down sign type,[]
👎🏿,people,thumbs down sign type,[]
👏,people,clapping hands sign,"[body, beautiful, good, diversity, win, hand, hands, clap]"
👏🏻,people,clapping hands sign type,[]
👏🏼,people,clapping hands sign type,[]
👏🏽,people,clapping hands sign type,[]
👏🏾,people,clapping hands sign type,[]
👏🏿,people,clapping hands sign type,[]
👐,people,open hands sign,"[body, diversity, hand, hands, condolence, open]"
👐🏻,people,open hands sign type,[]
👐🏼,people,open hands sign type,[]
👐🏽,people,open hands sign type,[]
👐🏾,people,open hands sign type,[]
👐🏿,people,open hands sign type,[]
👑,people,crown,"[king, object, queen, crown, accessories, clothing, gem]"
👒,people,womans hat,"[woman, clothing, accessories, fashion, hat, women]"
👓,people,eyeglasses,"[eyeglasses, eye, eyewear, accessories, fashion, clothing, glasses]"
👔,people,necktie,"[fashion, clothing, necktie]"
👕,people,t shirt,"[tshirt, fashion, clothing, shirt]"
👖,people,jeans,"[jeans, trousers, clothing, fashion, pants]"
👗,people,dress,"[fashion, clothing, girls night, sexy, dress, women]"
👘,people,kimono,"[kimono, clothing, fashion]"
👙,people,bikini,"[swim, fashion, vacation, tropical, bikini, sexy, clothing, women]"
👚,people,womans clothes,"[woman, clothing, fashion, women]"
👛,people,purse,"[fashion, money, purse, accessories, bag, coin, clothing, women]"
👜,people,handbag,"[fashion, vacation, accessories, bag, handbag, clothing, women]"
👝,people,pouch,"[fashion, clothing, accessories, bag, pouch, women]"
👞,people,mans shoe,"[accessories, fashion, clothing, shoe, man]"
👟,people,athletic shoe,"[sneaker, fashion, athletic, accessories, shoe, boys night, clothing]"
👠,people,high heeled shoe,"[fashion, accessories, woman, girls night, shoe, sexy, clothing, heel, women]"
👡,people,womans sandal,"[fashion, accessories, sandal, woman, shoe, clothing]"
👢,people,womans boots,"[woman, boot, accessories, fashion, shoe, sexy, clothing, women]"
👣,people,footprints,"[body, footprint, print, clothing]"
👤,people,bust in silhouette,"[silhouette, bust, people]"
👥,people,busts in silhouette,"[silhouette, bust, people]"
👦,people,boy,"[baby, boy, diversity, people]"
👦🏻,people,boy type,[]
👦🏼,people,boy type,[]
👦🏽,people,boy type,[]
👦🏾,people,boy type,[]
👦🏿,people,boy type,[]
👧,people,girl,"[diversity, maiden, people, virgo, virgin, baby, girl, zodiac, women]"
👧🏻,people,girl type,[]
👧🏼,people,girl type,[]
👧🏽,people,girl type,[]
👧🏾,people,girl type,[]
👧🏿,people,girl type,[]
👨,people,man,"[diversity, people, selfie, men, sex, boys night, man]"
👨‍❤️‍👨,people,couple with heart man man,"[diversity, people, couple, men, sex, boys night, selfie, man]"
👨‍❤️‍💋‍👨,people,kiss man man,"[diversity, people, selfie, men, sex, kiss, boys night, man]"
👨‍👨‍👦,people,family man man boy,"[boy, diversity, family, people, selfie, men, sex, boys night, man]"
👨‍👨‍👦‍👦,people,family man man boy boy,"[boy, diversity, family, people, selfie, men, sex, boys night, man]"
👨‍👨‍👧,people,family man man girl,"[diversity, family, people, selfie, men, sex, boys night, girl, man]"
👨‍👨‍👧‍👦,people,family man man girl boy,"[boy, diversity, family, people, selfie, men, sex, boys night, girl, man]"
👨‍👨‍👧‍👧,people,family man man girl girl,"[diversity, family, people, selfie, men, sex, boys night, girl, man]"
👨‍👩‍👦,people,family man woman boy,"[boy, woman, diversity, family, people, selfie, men, sex, boys night, man]"
👨‍👩‍👦‍👦,people,family man woman boy boy,"[boy, woman, diversity, family, people, selfie, men, sex, boys night, man]"
👨‍👩‍👧,people,family man woman girl,"[woman, diversity, family, people, selfie, men, sex, boys night, girl, man]"
👨‍👩‍👧‍👦,people,family man woman girl boy,"[boy, woman, diversity, family, people, selfie, men, sex, boys night, girl, man]"
👨‍👩‍👧‍👧,people,family man woman girl girl,"[woman, diversity, family, people, selfie, men, sex, boys night, girl, man]"
👨🏻,people,man type,[]
👨🏼,people,man type,[]
👨🏽,people,man type,[]
👨🏾,people,man type,[]
👨🏿,people,man type,[]
👩,people,woman,"[woman, diversity, feminist, selfie, people, sex, girls night, women]"
👩‍❤️‍👨,people,couple with heart woman man,"[woman, diversity, people, couple, feminist, sex, girls night, man, selfie, women]"
👩‍❤️‍👩,people,couple with heart woman woman,"[woman, diversity, people, couple, feminist, sex, girls night, selfie, women]"
👩‍❤️‍💋‍👨,people,kiss woman man,"[woman, diversity, people, selfie, feminist, sex, girls night, kiss, man, women]"
👩‍❤️‍💋‍👩,people,kiss woman woman,"[woman, diversity, people, selfie, feminist, sex, girls night, kiss, women]"
👩‍👩‍👦,people,family woman woman boy,"[boy, woman, diversity, family, people, selfie, feminist, sex, girls night, women]"
👩‍👩‍👦‍👦,people,family woman woman boy boy,"[boy, woman, diversity, family, people, selfie, feminist, sex, girls night, women]"
👩‍👩‍👧,people,family woman woman girl,"[woman, diversity, family, people, selfie, feminist, sex, girls night, girl, women]"
👩‍👩‍👧‍👦,people,family woman woman girl boy,"[boy, woman, diversity, family, people, selfie, feminist, sex, girls night, girl, women]"
👩‍👩‍👧‍👧,people,family woman woman girl girl,"[woman, diversity, family, people, selfie, feminist, sex, girls night, girl, women]"
👩🏻,people,woman type,[]
👩🏼,people,woman type,[]
👩🏽,people,woman type,[]
👩🏾,people,woman type,[]
👩🏿,people,woman type,[]
👪,people,family,"[family, people, child, father, mother, baby]"
👫,people,man and woman holding hands,"[woman, creationism, people, couple, sex, hand, hold, man]"
👬,people,two men holding hands,"[gay, people, couple, men, sex, hand, lgbt, gemini, twins, zodiac, hold, man]"
👭,people,two women holding hands,"[woman, people, couple, sex, hand, lgbt, girls night, hold, lesbian, women]"
👮,people,police officer,"[cop, police, people, 911, men, job, officer, diversity, hat]"
👮🏻,people,police officer type,[]
👮🏼,people,police officer type,[]
👮🏽,people,police officer type,[]
👮🏾,people,police officer type,[]
👮🏿,people,police officer type,[]
👯,people,woman with bunny ears,"[woman, people, dance, parties, dancer, girls night, boys night, sexy, girl, ear, bunny, women]"
👰,people,bride with veil,"[diversity, people, bride, wedding, veil, women]"
👰🏻,people,bride with veil type,[]
👰🏼,people,bride with veil type,[]
👰🏽,people,bride with veil type,[]
👰🏾,people,bride with veil type,[]
👰🏿,people,bride with veil type,[]
👱,people,person with blond hair,"[men, diversity, blond, people]"
👱🏻,people,person with blond hair type,[]
👱🏼,people,person with blond hair type,[]
👱🏽,people,person with blond hair type,[]
👱🏾,people,person with blond hair type,[]
👱🏿,people,person with blond hair type,[]
👲,people,man with gua pi mao,"[diversity, people, men, gua pi mao, hat, man]"
👲🏻,people,man with gua pi mao type,[]
👲🏼,people,man with gua pi mao type,[]
👲🏽,people,man with gua pi mao type,[]
👲🏾,people,man with gua pi mao type,[]
👲🏿,people,man with gua pi mao type,[]
👳,people,man with turban,"[diversity, people, hat, turban, man]"
👳🏻,people,man with turban type,[]
👳🏼,people,man with turban type,[]
👳🏽,people,man with turban type,[]
👳🏾,people,man with turban type,[]
👳🏿,people,man with turban type,[]
👴,people,older man,"[diversity, people, men, old people, old, man]"
👴🏻,people,older man type,[]
👴🏼,people,older man type,[]
👴🏽,people,older man type,[]
👴🏾,people,older man type,[]
👴🏿,people,older man type,[]
👵,people,older woman,"[diversity, woman, old, old people, people]"
👵🏻,people,older woman type,[]
👵🏼,people,older woman type,[]
👵🏽,people,older woman type,[]
👵🏾,people,older woman type,[]
👵🏿,people,older woman type,[]
👶,people,baby,"[baby, diversity, people]"
👶🏻,people,baby type,[]
👶🏼,people,baby type,[]
👶🏽,people,baby type,[]
👶🏾,people,baby type,[]
👶🏿,people,baby type,[]
👷,people,construction worker,"[diversity, people, men, worker, job, construction, hat]"
👷🏻,people,construction worker type,[]
👷🏼,people,construction worker type,[]
👷🏽,people,construction worker type,[]
👷🏾,people,construction worker type,[]
👷🏿,people,construction worker type,[]
👸,people,princess,"[beautiful, diversity, people, fantasy, fairy tale, girls night, princess, women]"
👸🏻,people,princess type,[]
👸🏼,people,princess type,[]
👸🏽,people,princess type,[]
👸🏾,people,princess type,[]
👸🏿,people,princess type,[]
👹,people,japanese ogre,"[ogre, monster, japanese, face, fantasy, fairy tale, creature]"
👺,people,japanese goblin,"[monster, angry, japanese, face, fantasy, fairy tale, goblin, creature]"
👻,people,ghost,"[ghost, monster, halloween, face, fantasy, fairy tale, holidays, creature]"
👼,people,baby angel,"[diversity, angel, people, face, fantasy, fairy tale, baby, omg]"
👼🏻,people,baby angel type,[]
👼🏼,people,baby angel type,[]
👼🏽,people,baby angel type,[]
👼🏾,people,baby angel type,[]
👼🏿,people,baby angel type,[]
👽,people,extraterrestrial alien,"[monster, fantasy, space, scientology, ufo, face, alien, extraterrestrial, fairy tale, creature]"
👾,activity,alien monster,"[monster, fantasy, space, ufo, face, alien, extraterrestrial, fairy tale, creature]"
👿,people,imp,"[devil, monster, fantasy, smiley, demon, face, imp, fairy tale, wth]"
💀,people,skull,"[body, death, monster, skull, halloween, dead, face, fairy tale]"
💁,people,information desk person,"[information, diversity, help, people, hand, sassy, women]"
💁🏻,people,information desk person type,[]
💁🏼,people,information desk person type,[]
💁🏽,people,information desk person type,[]
💁🏾,people,information desk person type,[]
💁🏿,people,information desk person type,[]
💂,people,guardsman,"[guardsman, diversity, people, men, job, guard, hat]"
💂🏻,people,guardsman type,[]
💂🏼,people,guardsman type,[]
💂🏽,people,guardsman type,[]
💂🏾,people,guardsman type,[]
💂🏿,people,guardsman type,[]
💃,people,dancer,"[diversity, people, dance, dancer, girls night, sexy, women]"
💃🏻,people,dancer type,[]
💃🏼,people,dancer type,[]
💃🏽,people,dancer type,[]
💃🏾,people,dancer type,[]
💃🏿,people,dancer type,[]
💄,people,lipstick,"[fashion, lipstick, makeup, object, lip, cosmetics, sexy, women]"
💅,people,nail polish,"[body, diversity, nailpolish, nail, girls night, cosmetics, manicure, hands, polish, women, care]"
💅🏻,people,nail polish type,[]
💅🏼,people,nail polish type,[]
💅🏽,people,nail polish type,[]
💅🏾,people,nail polish type,[]
💅🏿,people,nail polish type,[]
💆,people,face massage,"[salon, women, diversity, massage, people]"
💆🏻,people,face massage type,[]
💆🏼,people,face massage type,[]
💆🏽,people,face massage type,[]
💆🏾,people,face massage type,[]
💆🏿,people,face massage type,[]
💇,people,haircut,"[diversity, beauty, people, haircut, parlor, barber, women]"
💇🏻,people,haircut type,[]
💇🏼,people,haircut type,[]
💇🏽,people,haircut type,[]
💇🏾,people,haircut type,[]
💇🏿,people,haircut type,[]
💈,objects,barber pole,"[pole, haircut, barber, object]"
💉,objects,syringe,"[object, shot, doctor, drugs, tool, needle, syringe, health, sick, medicine, weapon]"
💊,objects,pill,"[doctor, drugs, object, health, sick, medicine, pill]"
💋,people,kiss mark,"[beautiful, heart, love, girls night, mark, romance, lips, lip, kiss, sexy, women]"
💌,objects,love letter,"[heart, love, object, romance, letter, mail]"
💍,people,ring,"[diamond, object, accessories, romance, fashion, wedding, ring, gem]"
💎,objects,gem stone,"[romance, diamond, jewel, gem, object]"
💏,people,kiss,"[love, people, couple, sex, romance, kiss]"
💐,nature,bouquet,"[plant, flower, nature, bouquet, rip, romance, condolence]"
💑,people,couple with heart,"[heart, love, people, couple, sex, romance]"
💒,travel,wedding,"[building, love, places, activity, romance, parties, wedding, chapel]"
💓,symbols,beating heart,"[heart, love, symbol, pulsating, heartbeat, beating]"
💔,symbols,broken heart,"[heart, love, symbol, break, broken, heartbreak]"
💕,symbols,two hearts,"[heart, symbol, love]"
💖,symbols,sparkling heart,"[heart, love, symbol, sparkle, girls night, excited]"
💗,symbols,growing heart,"[heart, love, nervous, symbol, heartpulse, growing, excited]"
💘,symbols,heart with arrow,"[heart, love, symbol, cupid, romance, arrow]"
💙,symbols,blue heart,"[blue, heart, symbol, love]"
💚,symbols,green heart,"[heart, symbol, green, love]"
💛,symbols,yellow heart,"[heart, symbol, love, yellow]"
💜,symbols,purple heart,"[purple, heart, symbol, love]"
💝,symbols,heart with ribbon,"[heart, love, symbol, valentine, condolence, ribbon]"
💞,symbols,revolving hearts,"[heart, symbol, love, revolving]"
💟,symbols,heart decoration,"[heart, symbol, love]"
💠,symbols,diamond shape with a dot inside,"[symbol, comic, diamond, inside, geometric]"
💡,objects,electric light bulb,"[electric, light, object, idea, science, bulb, comic]"
💢,symbols,anger symbol,"[symbol, angry, comic, mad]"
💣,objects,bomb,"[bomb, weapon, object, dead, comic, blast]"
💤,people,sleeping symbol,"[comic, sleep, zzz, goodnight, tired]"
💥,nature,collision symbol,"[symbol, collision, comic, blast, boom]"
💦,nature,splashing sweat symbol,"[comic, stressed, splashing, rain, sweat]"
💧,nature,droplet,"[drop, sky, rain, weather, sweat, cold, comic]"
💨,nature,dash symbol,"[dash, running, smoking, comic, cold, cloud]"
💩,people,pile of poo,"[poop, sol, monster, diarrhea, dung, bathroom, face, poo, comic, shit]"
💪,people,flexed biceps,"[body, flex, biceps, diversity, feminist, win, workout, hands, boys night, comic, muscle]"
💪🏻,people,flexed biceps type,[]
💪🏼,people,flexed biceps type,[]
💪🏽,people,flexed biceps type,[]
💪🏾,people,flexed biceps type,[]
💪🏿,people,flexed biceps type,[]
💫,nature,dizzy symbol,"[comic, dizzy, star, symbol]"
💬,symbols,speech balloon,"[symbol, free speech, speech, dialog, comic, bubble, balloon]"
💭,symbols,thought balloon,"[thought, balloon, symbol, bubble, comic]"
💮,symbols,white flower,"[symbol, flower]"
💯,symbols,hundred points symbol,"[, perfect, full, win, symbol, score, parties, hundred, wow]"
💰,objects,money bag,"[bag, dollar, award, moneybag, money]"
💱,symbols,currency exchange,"[currency, symbol, money, bank, exchange]"
💲,symbols,heavy dollar sign,"[currency, symbol, dollar, math, money]"
💳,objects,credit card,"[money, object, credit, bank, boys night, card]"
💴,objects,banknote with yen sign,"[banknote, yen, money, bill, note, currency, bank]"
💵,objects,banknote with dollar sign,"[banknote, money, bill, dollar, note, currency, bank]"
💶,objects,banknote with euro sign,"[banknote, money, bill, note, currency, bank, euro]"
💷,objects,banknote with pound sign,"[pound, banknote, money, bill, note, currency, bank]"
💸,objects,money with wings,"[fly, banknote, money, bill, dollar, note, boys night, wings, bank]"
💹,symbols,chart with upwards trend and yen sign,"[yen, trend, graph, symbol, rise, chart, currency, growth, bank, money, market, upward]"
💺,travel,seat,"[transportation, travel, object, vacation, seat, chair]"
💻,objects,personal computer,"[office, personal, work, pc, computer, electronics]"
💼,people,briefcase,"[briefcase, work, accessories, bag, job, nutcase]"
💽,objects,minidisc,"[minidisk, entertainment, computer, electronics, disk, optical]"
💾,objects,floppy disk,"[disk, floppy, electronics, computer, office]"
💿,objects,optical disc,"[computer, blu ray, dvd, cd, optical, electronics, disk]"
📀,objects,dvd,"[entertainment, blu ray, dvd, cd, computer, optical, disk, electronics]"
📁,objects,file folder,"[folder, work, office, file]"
📂,objects,open file folder,"[folder, work, open, office, file]"
📃,objects,page with curl,"[write, curl, document, page, office]"
📄,objects,page facing up,"[work, write, document, page, office]"
📅,objects,calendar,"[date, calendar, object, office]"
📆,objects,tear off calendar,"[calendar, object, office]"
📇,objects,card index,"[index, object, office, work, rolodex, card]"
📈,objects,chart with upwards trend,"[office, trend, graph, work, chart, growth, upward]"
📉,objects,chart with downwards trend,"[office, trend, graph, work, chart, down]"
📊,objects,bar chart,"[graph, work, bar, chart, office]"
📋,objects,clipboard,"[work, write, clipboard, office, object]"
📌,objects,pushpin,"[office, object, pushpin, pin]"
📍,objects,round pushpin,"[office, object, pushpin, pin]"
📎,objects,paperclip,"[work, object, paperclip, office]"
📏,objects,straight ruler,"[ruler, tool, object, straight edge, office]"
📐,objects,triangular ruler,"[set, triangle, office, ruler, tool, object]"
📑,objects,bookmark tabs,"[office, bookmark, mark, write, tabs, marker]"
📒,objects,ledger,"[write, office, notebook, ledger, object]"
📓,objects,notebook,"[write, notebook, office, object]"
📔,objects,notebook with decorative cover,"[office, object, cover, notebook, write, book, decorated]"
📕,objects,closed book,"[write, book, office, closed, object]"
📖,objects,open book,"[write, book, open, office, object]"
📗,objects,green book,"[book, green, office, object]"
📘,objects,blue book,"[blue, write, book, office, object]"
📙,objects,orange book,"[orange, write, book, office, object]"
📚,objects,books,"[write, book, books, office, object]"
📛,symbols,name badge,"[work, badge, name]"
📜,objects,scroll,"[office, paper, scroll, object]"
📝,objects,memo,"[pencil, office, communication, memo, work, write]"
📞,objects,telephone receiver,"[communication, electronics, receiver, telephone, phone]"
📟,objects,pager,"[communication, electronics, work, pager]"
📠,objects,fax machine,"[communication, fax, work, electronics, office]"
📡,objects,satellite antenna,"[dish, communication, satellite, object, antenna]"
📢,symbols,public address loudspeaker,"[loudspeaker, public address, communication, alarm, object, loud, symbol]"
📣,symbols,cheering megaphone,"[cheering, megaphone, sport, object, communication]"
📤,objects,outbox tray,"[box, office, communication, work, letter, mail, outbox, tray, sent]"
📥,objects,inbox tray,"[box, office, receive, communication, work, inbox, letter, mail, tray]"
📦,objects,package,"[box, parcel, gift, package, communication, office, object]"
📧,objects,e mail symbol,"[office, communication, e mail, letter, mail, email]"
📨,objects,incoming envelope,"[incoming, receive, communication, object, envelope, e mail, letter, mail, email]"
📩,objects,envelope with downwards arrow above,"[outgoing, letter, office, communication, object, envelope, down, e mail, arrow, mail, email, sent]"
📪,objects,closed mailbox with lowered flag,"[office, communication, postbox, object, mailbox, flag, lowered, closed, mail]"
📫,objects,closed mailbox with raised flag,"[communication, postbox, object, mailbox, flag, closed, mail]"
📬,objects,open mailbox with raised flag,"[communication, postbox, object, mailbox, flag, mail, open]"
📭,objects,open mailbox with lowered flag,"[communication, postbox, object, mailbox, flag, lowered, mail, open]"
📮,objects,postbox,"[communication, postbox, mailbox, object, mail]"
📯,objects,postal horn,"[entertainment, communication, object, horn, post, postal]"
📰,objects,newspaper,"[office, communication, write, paper, newspaper, news]"
📱,objects,mobile phone,"[mobile, communication, selfie, telephone, cell, phone, electronics]"
📲,objects,mobile phone with rightwards arrow at left,"[mobile, communication, selfie, telephone, cell, phone, call, arrow, electronics, receive]"
📳,symbols,vibration mode,"[vibration, mobile, communication, symbol, telephone, cell, phone, mode]"
📴,symbols,mobile phone off,"[off, mobile, communication, symbol, telephone, cell, phone]"
